"","artist.name","title","song.hotttnesss","artist.familiarity","sa.hf","youtube","artist.longitude","artist.latitude"
"6381","William Coulter","The Painter And The Magician",0.570105930058388,0.507862067492449,1.12256056624442,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=William Coulter The Painter And The Magician\"" frameborder=\""0\"" allowfullscreen></iframe>",240.72977,37.27188
"6388","Ambient Music Therapy","Voice of Angels Drone for Spiritual Well Being",0.340922755864378,0.335311341530873,1.01673493747001,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Ambient Music Therapy Voice of Angels Drone for Spiritual Well Being\"" frameborder=\""0\"" allowfullscreen></iframe>",285.992882,40.71455
"6427","Circle Jerks","Paid Vacation",0.779527168290094,0.666522676566775,1.16954335643222,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Circle Jerks Paid Vacation\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"6428","Circle Jerks","Group Sex",0.746432679130056,0.666522676566775,1.1198908984986,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Circle Jerks Group Sex\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"6460","2raumwohnung","Lachen und weinen",0.667506138834522,0.66455997860434,1.00443324955615,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=2raumwohnung Lachen und weinen\"" frameborder=\""0\"" allowfullscreen></iframe>",13.37698,52.51607
"6616","Keb'Mo'","Anybody Seen My Girl",0.662493160819622,0.632130913015097,1.0480315820337,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Keb'Mo' Anybody Seen My Girl\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"6618","Keb' Mo'","Dangerous Mood",0.669413098138441,0.632130913015097,1.05897858237231,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Keb' Mo' Dangerous Mood\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"6713","Tim Hughes","Dance",0.699867742729158,0.642355325436738,1.08953365063692,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Tim Hughes Dance\"" frameborder=\""0\"" allowfullscreen></iframe>",275.24373,49.38426
"6988","Semisonic","Secret Smile",0.77523536248439,0.712744899649836,1.08767577693682,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Semisonic Secret Smile\"" frameborder=\""0\"" allowfullscreen></iframe>",266.73507,44.97903
"6996","Nickelback","If Today Was Your Last Day (Album Version)",0.984346738534144,0.847451713217991,1.1615372571451,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Nickelback If Today Was Your Last Day (Album Version)\"" frameborder=\""0\"" allowfullscreen></iframe>",236.88597,49.26044
"7074","Taste","On The Boards",0.698708461673052,0.556997727619772,1.25441887287199,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Taste On The Boards\"" frameborder=\""0\"" allowfullscreen></iframe>",351.75945,53.41961
"7332","Jimmy Wakely","Beautiful Brown eyes",0.46264318259167,0.394138539845893,1.17380853639069,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Jimmy Wakely Beautiful Brown eyes\"" frameborder=\""0\"" allowfullscreen></iframe>",265.97022,34.31109
"7445","Sonny James","I'll Never Find Another You",0.623037475551179,0.503523666754066,1.23735489846496,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Sonny James I'll Never Find Another You\"" frameborder=\""0\"" allowfullscreen></iframe>",272.17172,34.27798
"7473","Muse","Exogenesis: Symphony Part 1 [Overture]",0.931346488269512,0.92903028744116,1.00249313812441,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Muse Exogenesis: Symphony Part 1 [Overture]\"" frameborder=\""0\"" allowfullscreen></iframe>",357.76999,54.31407
"7524","Marcie Blane","Bobby's Girl (Previously Unreleased Demo - Stereo)",0.630508572302389,0.421181869278876,1.49699837123072,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Marcie Blane Bobby's Girl (Previously Unreleased Demo - Stereo)\"" frameborder=\""0\"" allowfullscreen></iframe>",286.05112,40.65507
"7538","Grizzly Bear","Little Brother",0.88253015163253,0.760636111943095,1.16025276446322,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Grizzly Bear Little Brother\"" frameborder=\""0\"" allowfullscreen></iframe>",286.05112,40.65507
"7627","Lonnie Brooks","Two Guitars Shuffle (take 1)",0.464335377379483,0.44219614052356,1.05006655379152,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Lonnie Brooks Two Guitars Shuffle (take 1)\"" frameborder=\""0\"" allowfullscreen></iframe>",267.88211,30.76753
"7652","Little Eva","The Loco-Motion",0.928367113413782,0.590131051895343,1.57315415013685,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Little Eva The Loco-Motion\"" frameborder=\""0\"" allowfullscreen></iframe>",279.98045,35.21962
"7677","Jackie Davis","Love Is Just Around The Corner (1996 Digital Remaster)",0.585979766109278,0.461394359849784,1.27001935242567,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Jackie Davis Love Is Just Around The Corner (1996 Digital Remaster)\"" frameborder=\""0\"" allowfullscreen></iframe>",278.3442,30.33138
"7771","Kurupt","Girls All Pause",0.762646815300286,0.632852016574829,1.20509502273208,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Kurupt Girls All Pause\"" frameborder=\""0\"" allowfullscreen></iframe>",284.83763,39.95227
"7913","Otis Taylor","Round and Round",0.592333567270846,0.590792957181106,1.00260769880719,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Otis Taylor Round and Round\"" frameborder=\""0\"" allowfullscreen></iframe>",272.36759,41.88415
"7923","Bobaflex","Turn The Heat Up",0.660680597725912,0.588781959369407,1.1221142007026,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Bobaflex Turn The Heat Up\"" frameborder=\""0\"" allowfullscreen></iframe>",277.55463,38.41982
"7924","Bobaflex","Medicine",0.637016451863874,0.588781959369407,1.08192250412381,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Bobaflex Medicine\"" frameborder=\""0\"" allowfullscreen></iframe>",277.55463,38.41982
"7988","Ty Herndon","A Man Holdin' On (To A Woman Lettin' Go)",0.696183226574429,0.654644974645846,1.06345157075567,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Ty Herndon A Man Holdin' On (To A Woman Lettin' Go)\"" frameborder=\""0\"" allowfullscreen></iframe>",271.29693,32.36503
"8072","Donny Hathaway","This Christmas (LP Version)",0.997758396340269,0.657406765298449,1.51771847964982,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Donny Hathaway This Christmas (LP Version)\"" frameborder=\""0\"" allowfullscreen></iframe>",272.36759,41.88415
"8248","Blackalicious","World Of Vibrations (Album Version)",0.721502075052071,0.697113662712875,1.03498484342465,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Blackalicious World Of Vibrations (Album Version)\"" frameborder=\""0\"" allowfullscreen></iframe>",238.25523,38.54666
"8271","Lisa Lynne","Isla del Luna",0.761303218089446,0.605139699964114,1.25806192873248,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Lisa Lynne Isla del Luna\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"8272","Lisa Lynne","Lake Of Dreams",0.673875572440443,0.605139699964114,1.11358678414324,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Lisa Lynne Lake Of Dreams\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"8273","Lisa Lynne","Still I Will",0.727891633749133,0.605139699964114,1.20284891867497,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Lisa Lynne Still I Will\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"8372","The Tragically Hip","Ahead By A Century",0.766174643701339,0.758299703809623,1.01038499666049,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=The Tragically Hip Ahead By A Century\"" frameborder=\""0\"" allowfullscreen></iframe>",283.52067,44.23153
"8418","Cadacross","Bring Out Your Dead",0.600274215984207,0.521143520329237,1.15184050567295,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Cadacross Bring Out Your Dead\"" frameborder=\""0\"" allowfullscreen></iframe>",26.06739,64.95014
"8533","Open Hand","The Ambush",0.618904418184941,0.614887588217189,1.00653262489718,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Open Hand The Ambush\"" frameborder=\""0\"" allowfullscreen></iframe>",288.91132,42.31256
"8551","Del Tha Funkee Homosapien","Mistadobalina",0.758973794276447,0.73266031201761,1.0359149824649,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Del Tha Funkee Homosapien Mistadobalina\"" frameborder=\""0\"" allowfullscreen></iframe>",237.72698,37.80506
"8593","Cancer Bats","Sabotage",0.726267401029216,0.689800592800107,1.05286572468875,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Cancer Bats Sabotage\"" frameborder=\""0\"" allowfullscreen></iframe>",280.61467,43.64856
"8650","MNANAnegarm","Ur SjNANAlslig DNANAd",0.653783204260484,0.614261763857657,1.06433973710919,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=MNANAnegarm Ur SjNANAlslig DNANAd\"" frameborder=\""0\"" allowfullscreen></iframe>",18.70249,59.75952
"8726","Hank Penny","Peroxide Blond",0.603287008250305,0.445854631359511,1.35310248188013,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Hank Penny Peroxide Blond\"" frameborder=\""0\"" allowfullscreen></iframe>",273.1885,33.52029
"8727","Hank Penny","Wang Wang Blues",0.507346896842495,0.445854631359511,1.13791998817076,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Hank Penny Wang Wang Blues\"" frameborder=\""0\"" allowfullscreen></iframe>",273.1885,33.52029
"8741","No Address","Pretty Girl (Amended Version)",0.51142432568646,0.507430629055104,1.00787042878904,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=No Address Pretty Girl (Amended Version)\"" frameborder=\""0\"" allowfullscreen></iframe>",275.71935,30.43977
"8774","Arsonists Get All The Girls","Violence in Fluid Triceratops",0.731473357049658,0.725402920778495,1.00836836480428,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Arsonists Get All The Girls Violence in Fluid Triceratops\"" frameborder=\""0\"" allowfullscreen></iframe>",237.96905,36.97402
"8775","Arsonists Get All The Girls","Skiff For The Suits",0.755068276715358,0.725402920778495,1.04089500481336,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Arsonists Get All The Girls Skiff For The Suits\"" frameborder=\""0\"" allowfullscreen></iframe>",237.96905,36.97402
"8792","Abner Burnette","The Kid's Last Night (heaven is in the mountain)",0.633647209762319,0.22419313842204,2.82634524063572,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Abner Burnette The Kid's Last Night (heaven is in the mountain)\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"8964","Jim Chappell","Adventure No. 8",0.572920147946523,0.520204911317455,1.10133552275691,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Jim Chappell Adventure No. 8\"" frameborder=\""0\"" allowfullscreen></iframe>",264.15498,37.16793
"8966","Jim Chappell","Moonlight Boy",0.59448337860443,0.520204911317455,1.14278693966741,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Jim Chappell Moonlight Boy\"" frameborder=\""0\"" allowfullscreen></iframe>",264.15498,37.16793
"9043","Geddy Lee","Runaway Train (LP Version)",0.661445222902535,0.509021261059178,1.29944517744935,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Geddy Lee Runaway Train (LP Version)\"" frameborder=\""0\"" allowfullscreen></iframe>",280.5862,43.7698
"9051","Rick Astley","Never Gonna Give You Up",0.864248830588454,0.754917645450823,1.14482531412064,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Rick Astley Never Gonna Give You Up\"" frameborder=\""0\"" allowfullscreen></iframe>",357.36735,53.45644
"9065","Eleanor McEvoy","Sophie",0.70961095284184,0.552742313522791,1.28380067073078,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Eleanor McEvoy Sophie\"" frameborder=\""0\"" allowfullscreen></iframe>",353.75047,53.34376
"9178","Vex'd","Disposition (feat. Jest)",0.633809245209902,0.407924930361,1.55373991152981,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Vex'd Disposition (feat. Jest)\"" frameborder=\""0\"" allowfullscreen></iframe>",359.87286,51.50632
"9179","Vex'd","Oceans",0.605331887153087,0.585434009719604,1.03398824991909,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Vex'd Oceans\"" frameborder=\""0\"" allowfullscreen></iframe>",359.87286,51.50632
"9254","Nestor Torres","Peace With Myself",0.503381236206319,0.485921285721115,1.03593164365972,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Nestor Torres Peace With Myself\"" frameborder=\""0\"" allowfullscreen></iframe>",279.76258,25.72898
"9405","H-Town","Here We Go Again",0.636273546404841,0.614275842953087,1.03581079038694,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=H-Town Here We Go Again\"" frameborder=\""0\"" allowfullscreen></iframe>",264.63022,29.76045
"9423","Kathleen Madigan","Religion",0.660401038391478,0.479864679786698,1.37622347759587,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Kathleen Madigan Religion\"" frameborder=\""0\"" allowfullscreen></iframe>",241.75468,34.05349
"9547","Blessid Union Of Souls","Healing",0.334706549069221,0.282191067745342,1.18609902058017,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Blessid Union Of Souls Healing\"" frameborder=\""0\"" allowfullscreen></iframe>",275.49531,39.10644
"9609","Paul Carrack","Dedicated",0.598320149326307,0.591602005728684,1.01135584993385,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Paul Carrack Dedicated\"" frameborder=\""0\"" allowfullscreen></iframe>",358.53546,53.38311
"9683","Uman","The White Spirit",0.55270511390461,0.533504314341737,1.03598996118066,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Uman The White Spirit\"" frameborder=\""0\"" allowfullscreen></iframe>",4.47684,50.50101
"9708","Byther Smith","So Unhappy",0.535575222297417,0.465194733342488,1.15129253173018,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Byther Smith So Unhappy\"" frameborder=\""0\"" allowfullscreen></iframe>",269.89215,31.55379
"9711","Jonn Serrie","Gentle; the Night (from And the Stars Go With You)",0.712791486983351,0.531010825942426,1.34232948211236,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Jonn Serrie Gentle; the Night (from And the Stars Go With You)\"" frameborder=\""0\"" allowfullscreen></iframe>",275.60889,33.74831
"9712","Jonn Serrie","Nostalgia for Infinity",0.539536826284304,0.531010825942426,1.01605617046836,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Jonn Serrie Nostalgia for Infinity\"" frameborder=\""0\"" allowfullscreen></iframe>",275.60889,33.74831
"9787","Cali","C'est Toujours Le Matin",0.654800662436382,0.616884544036563,1.06146388131516,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Cali C'est Toujours Le Matin\"" frameborder=\""0\"" allowfullscreen></iframe>",2.38596,42.54843
"9885","Mindy McCready","Guys Do It All The Time",0.729612115172794,0.679292184443723,1.07407700527319,"<br><iframe width=\""200\"" height=\""150\"" src=\""http://www.youtube.com/embed?autoplay=1&listType=search&list=Mindy McCready Guys Do It All The Time\"" frameborder=\""0\"" allowfullscreen></iframe>",278.45894,27.9758
